date,open,high,low,close,volume
2023-06-29 07:00:00,121.5,121.56,121.45,121.51,1521
2023-06-29 07:05:00,121.53,121.55,121.52,121.53,807
2023-06-29 07:10:00,121.53,121.53,121.53,121.53,100
2023-06-29 07:15:00,121.49,121.49,121.33,121.36,2545
2023-06-29 07:20:00,121.4,121.4,121.31,121.31,5549
2023-06-29 07:25:00,121.31,121.36,121.3,121.36,1838
2023-06-29 07:30:00,121.3,121.37,121.3,121.37,216
2023-06-29 07:35:00,121.37,121.37,121.26,121.26,1159
2023-06-29 07:45:00,121.12,121.12,121.12,121.12,200
2023-06-29 07:50:00,121.2,121.2,121.2,121.2,111
2023-06-29 07:55:00,121.22,121.28,121.18,121.28,770
2023-06-29 08:00:00,121.45,121.69,121.12,121.22,6109
2023-06-29 08:05:00,121.27,121.49,121.26,121.36,2675
2023-06-29 08:10:00,121.4,121.4,121.36,121.36,300
2023-06-29 08:15:00,121.46,121.5,121.41,121.5,1478
2023-06-29 08:20:00,121.52,121.6,121.5,121.58,1762
2023-06-29 08:25:00,121.61,121.8,121.61,121.75,700
2023-06-29 08:30:00,121.53,121.54,121.21,121.54,5731
2023-06-29 08:35:00,121.5,121.5,121.08,121.21,6950
2023-06-29 08:40:00,121.28,121.28,121.04,121.04,2890
2023-06-29 08:45:00,121.05,121.12,120.8193,120.8193,1708
2023-06-29 08:50:00,120.87,120.88,120.38,120.39,10201
2023-06-29 08:55:00,120.4,120.67,120.4,120.66,2345
2023-06-29 09:00:00,120.59,120.77,120.46,120.67,5596
2023-06-29 09:05:00,120.66,120.8,120.66,120.71,1700
2023-06-29 09:10:00,120.75,120.75,120.3,120.37,6782
2023-06-29 09:15:00,120.35,120.46,120.22,120.35,2769
2023-06-29 09:20:00,120.38,120.45,120.26,120.26,24266
2023-06-29 09:25:00,120.22,120.25,119.72,120.17,89431
2023-06-29 09:30:00,120.15,120.91,119.9,120.7,854602
2023-06-29 09:35:00,120.75,120.81,120.32,120.55,250968
2023-06-29 09:40:00,120.55,120.72,120.35,120.43,285481
2023-06-29 09:45:00,120.43,120.61,120.2555,120.5,340745
2023-06-29 09:50:00,120.49,120.59,120.18,120.3,199709
2023-06-29 09:55:00,120.28,120.335,119.99,120.0999,386461
2023-06-29 10:00:00,120.1,120.31,120.05,120.13,151846
2023-06-29 10:05:00,120.13,120.29,119.61,119.64,214292
